[18:28:30.4974] cted! Chip ID: 0xA0
[18:28:30.4996] BNO055 initialized successfully!
[18:28:30.5010] roll,pitch,yaw,qw,qx,qy,qz,accx,accy,accz,gyrox,gyroy,gyroz,svm,state,z_v,lever_offx,lever_offy
[18:28:40.1864] -19.06,1.69,0.94,0.9860,-0.0128,0.1662,-0.0085,-3.13,-0.19,9.16,1.88,1.00,0.50,9.68,0,1.70,0.0656,0.0045
[18:28:40.2554] -19.19,1.56,1.00,0.9858,-0.0121,0.1671,-0.0086,-3.30,-0.10,9.14,0.44,0.62,0.00,9.72,0,1.70,0.0659,0.0042
[18:28:40.3264] -19.12,1.62,1.00,0.9859,-0.0126,0.1667,-0.0087,-3.22,-0.21,9.23,-1.62,-0.94,-0.69,9.78,0,1.70,0.0658,0.0044
[18:28:40.3895] -19.12,1.62,1.00,0.9859,-0.0126,0.1666,-0.0086,-3.32,-0.18,9.27,-0.31,0.88,-0.56,9.85,0,1.70,0.0657,0.0044
[18:28:40.4583] -19.12,1.69,0.94,0.9859,-0.0129,0.1666,-0.0086,-3.20,-0.21,9.18,0.31,0.31,0.19,9.72,0,1.70,0.0657,0.0045
[18:28:40.5257] -19.12,1.69,0.94,0.9859,-0.0128,0.1667,-0.0086,-3.30,-0.11,9.17,0.12,0.50,-0.38,9.75,0,1.70,0.0658,0.0045
[18:28:40.5926] -19.06,1.75,0.94,0.9860,-0.0135,0.1660,-0.0085,-3.14,-0.16,9.16,-1.06,-2.69,-0.12,9.68,0,1.70,0.0655,0.0048
[18:28:40.6605] -18.94,1.81,0.94,0.9862,-0.0142,0.1647,-0.0085,-3.17,-0.22,9.19,-0.62,-1.81,-0.38,9.72,0,1.70,0.0650,0.0050
[18:28:40.7313] -18.88,1.81,0.94,0.9863,-0.0142,0.1641,-0.0084,-3.11,-0.10,9.05,0.00,-1.38,0.19,9.57,0,1.70,0.0648,0.0051
[18:28:40.7935] -18.69,2.00,0.94,0.9865,-0.0155,0.1630,-0.0083,-3.18,-0.25,9.28,-3.31,-2.38,-0.75,9.81,0,1.70,0.0644,0.0056
[18:28:40.8624] -18.62,2.00,0.94,0.9866,-0.0157,0.1623,-0.0082,-3.16,-0.26,9.22,1.88,-0.56,0.94,9.75,0,1.70,0.0641,0.0057
[18:28:40.9277] -18.56,1.94,0.88,0.9866,-0.0152,0.1619,-0.0081,-3.23,-0.13,9.22,0.44,-1.69,-0.19,9.77,0,1.70,0.0640,0.0055
[18:28:40.9938] -18.38,2.00,0.94,0.9869,-0.0158,0.1602,-0.0082,-2.97,-0.29,9.19,-2.19,-2.69,-1.38,9.66,0,1.70,0.0633,0.0057
[18:28:41.0616] -18.38,1.94,0.94,0.9869,-0.0153,0.1605,-0.0085,-3.13,0.01,9.08,1.50,1.81,0.12,9.60,0,1.70,0.0634,0.0055
[18:28:41.1399] -18.38,2.12,0.94,0.9869,-0.0167,0.1599,-0.0082,-3.12,-0.33,9.27,-4.50,-2.88,0.06,9.79,0,1.70,0.0632,0.0061
[18:28:41.2207] -18.19,2.25,0.88,0.9872,-0.0182,0.1582,-0.0074,-3.00,-0.28,9.09,-1.75,-2.88,1.56,9.58,0,1.70,0.0625,0.0067
[18:28:41.2628] -18.12,2.25,0.75,0.9872,-0.0174,0.1581,-0.0069,-2.90,-0.22,9.25,4.38,3.25,1.44,9.70,0,1.70,0.0625,0.0064
[18:28:41.3287] -18.31,2.06,0.75,0.9871,-0.0167,0.1593,-0.0067,-3.11,-0.33,9.28,1.69,2.31,0.88,9.79,0,1.70,0.0629,0.0062
[18:28:41.3955] -18.56,1.81,0.75,0.9867,-0.0144,0.1619,-0.0070,-3.22,0.00,9.14,4.38,4.50,-0.44,9.69,0,1.70,0.0639,0.0052
[18:28:41.4635] -18.69,1.88,0.81,0.9866,-0.0153,0.1624,-0.0071,-3.29,-0.23,9.24,-5.69,-2.62,-0.88,9.81,0,1.70,0.0641,0.0056
[18:28:41.5295] -18.56,2.00,0.81,0.9867,-0.0157,0.1616,-0.0071,-3.06,-0.16,9.19,3.50,-0.38,0.56,9.69,0,1.70,0.0638,0.0057
[18:28:41.6312] -18.44,2.00,0.75,0.9869,-0.0158,0.1606,-0.0070,-3.12,-0.18,9.19,-3.56,-3.88,-0.81,9.71,0,1.70,0.0634,0.0058
[18:28:41.6645] -18.19,2.19,0.81,0.9872,-0.0179,0.1584,-0.0073,-2.99,-0.37,9.20,-2.19,-2.81,-1.19,9.68,0,1.70,0.0626,0.0066
[18:28:41.7306] -18.06,2.25,0.88,0.9873,-0.0181,0.1576,-0.0078,-3.05,-0.31,9.20,-0.06,-1.19,-0.94,9.70,0,1.70,0.0623,0.0067
[18:28:41.7965] -18.00,2.25,0.94,0.9874,-0.0179,0.1569,-0.0081,-3.01,-0.22,9.20,-1.25,-2.12,-0.56,9.68,0,1.70,0.0620,0.0066
[18:28:41.8656] -17.94,2.25,0.88,0.9875,-0.0178,0.1561,-0.0081,-3.03,-0.27,9.20,3.00,-0.69,0.62,9.69,0,1.70,0.0617,0.0065
[18:28:41.9315] -17.81,2.06,0.88,0.9877,-0.0166,0.1555,-0.0080,-3.01,-0.15,9.17,0.88,-2.50,0.12,9.65,0,1.70,0.0615,0.0061
[18:28:41.9978] -17.69,2.19,0.88,0.9879,-0.0176,0.1539,-0.0079,-2.83,-0.33,9.26,-2.81,-1.44,-0.81,9.69,0,1.70,0.0609,0.0065
[18:28:42.0666] -17.75,2.25,0.88,0.9877,-0.0176,0.1548,-0.0081,-2.98,-0.34,9.23,1.25,3.44,-0.56,9.71,0,1.70,0.0612,0.0065
[18:28:42.1328] -17.88,2.12,0.88,0.9876,-0.0170,0.1559,-0.0081,-3.07,-0.09,9.23,-1.12,0.50,-0.19,9.73,0,1.70,0.0616,0.0062
[18:28:42.2008] -17.75,2.38,0.88,0.9877,-0.0189,0.1548,-0.0078,-3.00,-0.56,9.39,-2.56,-2.31,0.19,9.87,0,1.70,0.0612,0.0070
[18:28:42.2893] -17.69,2.25,0.81,0.9879,-0.0176,0.1543,-0.0074,-2.99,-0.13,9.12,3.12,-1.19,1.31,9.60,0,1.70,0.0610,0.0065
[18:28:42.3346] -17.62,2.19,0.81,0.9880,-0.0173,0.1536,-0.0072,-2.88,-0.20,9.19,-2.50,-1.25,-0.56,9.63,0,1.70,0.0608,0.0064
[18:28:42.4026] -17.62,2.31,0.81,0.9880,-0.0184,0.1535,-0.0071,-2.86,-0.44,9.22,0.94,1.62,-0.12,9.66,0,1.70,0.0607,0.0068
[18:28:42.4710] -17.88,2.06,0.81,0.9876,-0.0164,0.1560,-0.0073,-3.13,-0.06,9.18,3.56,4.62,0.75,9.70,0,1.70,0.0617,0.0060
[18:28:42.5376] -17.94,2.12,0.81,0.9875,-0.0172,0.1562,-0.0071,-3.05,-0.47,9.39,-5.00,-2.75,-0.25,9.88,0,1.70,0.0618,0.0063
[18:28:42.6049] -17.88,2.06,0.75,0.9876,-0.0165,0.1559,-0.0068,-3.05,-0.21,9.22,4.06,0.94,1.38,9.71,0,1.70,0.0616,0.0061
[18:28:42.6715] -17.88,1.94,0.69,0.9877,-0.0156,0.1555,-0.0064,-2.89,-0.11,9.13,-2.12,-2.44,-0.44,9.58,0,1.70,0.0615,0.0058
[18:28:42.7385] -17.75,2.12,0.75,0.9878,-0.0168,0.1548,-0.0067,-2.83,-0.35,9.20,-1.06,0.56,-0.75,9.63,0,1.70,0.0612,0.0062
[18:28:42.8082] -18.00,1.94,0.75,0.9875,-0.0155,0.1568,-0.0070,-2.98,-0.30,9.19,5.06,5.44,0.56,9.67,0,1.70,0.0620,0.0057
[18:28:42.8896] -18.19,1.88,0.81,0.9872,-0.0149,0.1584,-0.0071,-3.23,-0.21,9.30,-4.56,-1.25,-0.62,9.85,0,1.70,0.0626,0.0054
[18:28:42.9425] -18.06,2.00,0.75,0.9874,-0.0162,0.1572,-0.0068,-3.07,-0.36,9.33,1.44,-1.31,0.69,9.83,0,1.70,0.0621,0.0060
[18:28:43.0105] -17.94,1.88,0.75,0.9875,-0.0152,0.1562,-0.0065,-2.91,-0.04,9.02,-1.69,-1.25,-0.25,9.48,0,1.70,0.0618,0.0056
[18:28:43.0808] -17.88,2.00,0.69,0.9877,-0.0164,0.1557,-0.0063,-2.81,-0.33,9.19,-1.94,-0.19,-0.44,9.62,0,1.70,0.0616,0.0061
[18:28:43.1474] -18.00,2.00,0.75,0.9874,-0.0160,0.1571,-0.0065,-3.14,-0.42,9.36,1.75,3.94,-0.19,9.88,0,1.70,0.0621,0.0059
[18:28:43.2135] -18.25,1.88,0.75,0.9872,-0.0146,0.1588,-0.0068,-3.33,0.01,9.30,-0.81,1.56,-0.62,9.88,0,1.70,0.0628,0.0054
[18:28:43.2825] -18.06,2.06,0.75,0.9874,-0.0166,0.1573,-0.0065,-3.06,-0.53,9.37,-1.00,-2.25,-0.19,9.87,0,1.70,0.0622,0.0061
[18:28:43.3925] -17.94,1.94,0.69,0.9875,-0.0154,0.1566,-0.0062,-3.05,-0.12,9.19,3.00,-2.19,1.00,9.68,0,1.70,0.0619,0.0057
[18:28:43.4155] -17.75,2.00,0.69,0.9878,-0.0159,0.1548,-0.0062,-2.86,-0.18,9.17,-4.00,-2.94,-1.12,9.61,0,1.70,0.0612,0.0059
[18:28:43.4835] -17.75,2.19,0.69,0.9878,-0.0174,0.1546,-0.0064,-2.93,-0.42,9.29,0.06,1.81,-0.38,9.75,0,1.70,0.0611,0.0065
[18:28:43.5493] -17.94,2.00,0.75,0.9875,-0.0159,0.1564,-0.0067,-3.18,-0.09,9.20,5.00,3.31,0.25,9.73,0,1.70,0.0618,0.0059
[18:28:43.6625] -17.81,2.12,0.75,0.9877,-0.0171,0.1554,-0.0065,-3.00,-0.42,9.35,-5.19,-5.56,-0.50,9.83,0,1.70,0.0614,0.0063
[18:28:43.6848] -17.62,2.19,0.69,0.9880,-0.0175,0.1534,-0.0060,-2.94,-0.33,9.27,2.38,-2.06,2.00,9.73,0,1.70,0.0607,0.0066
[18:28:43.7505] -17.44,2.06,0.62,0.9882,-0.0167,0.1522,-0.0057,-2.92,-0.13,9.19,-0.50,-2.00,-0.06,9.64,0,1.70,0.0602,0.0063
[18:28:43.8168] -17.31,2.25,0.62,0.9883,-0.0182,0.1510,-0.0059,-2.89,-0.41,9.32,-3.38,-1.25,-1.06,9.77,0,1.70,0.0597,0.0069
[18:28:43.8854] -17.38,2.25,0.69,0.9883,-0.0180,0.1516,-0.0060,-2.94,-0.40,9.31,3.06,2.94,0.00,9.77,0,1.70,0.0600,0.0068
[18:28:43.9544] -17.50,2.06,0.69,0.9881,-0.0167,0.1527,-0.0062,-3.11,0.02,9.22,0.38,0.75,-0.31,9.73,0,1.70,0.0604,0.0062
[18:28:44.0302] -17.38,2.25,0.62,0.9883,-0.0182,0.1513,-0.0059,-2.91,-0.36,9.32,-0.75,-3.62,0.62,9.77,0,1.70,0.0599,0.0068
[18:28:44.0895] -17.00,2.25,0.50,0.9888,-0.0185,0.1483,-0.0048,-3.54,0.05,9.56,-4.81,-8.56,2.38,10.19,0,1.70,0.0587,0.0070
[18:28:44.1565] -15.75,2.81,0.19,0.9905,-0.0254,0.1347,-0.0011,-3.12,-1.28,10.01,-20.88,-32.56,8.38,10.56,0,1.70,0.0534,0.0100
[18:28:44.2258] -14.56,1.81,359.94,0.9918,-0.0145,0.1270,-0.0004,-1.76,-0.14,9.13,18.50,-3.94,-4.00,9.30,0,1.70,0.0504,0.0057
[18:28:44.2926] -14.44,2.12,359.88,0.9919,-0.0186,0.1258,0.0007,-1.58,-0.68,9.81,7.25,1.88,7.50,9.96,0,1.70,0.0499,0.0074
[18:28:44.3590] -14.69,1.31,359.50,0.9916,-0.0107,0.1291,0.0041,-1.84,-0.62,9.24,16.50,11.44,4.12,9.44,0,1.70,0.0512,0.0044
[18:28:44.5351] -16.44,0.00,359.56,0.9893,0.0016,0.1460,0.0035,-2.80,-0.02,8.96,23.81,34.31,5.31,9.39,0,1.70,0.0578,-0.0004
[18:28:44.5382] -18.69,-2.19,359.62,0.9865,0.0179,0.1627,0.0027,-3.10,-0.20,8.64,38.81,33.25,-1.12,9.18,0,1.70,0.0642,-0.0069
[18:28:44.5629] -21.12,-5.06,0.38,0.9820,0.0428,0.1839,-0.0034,-3.25,1.47,9.08,45.94,40.81,-2.88,9.76,0,1.70,0.0722,-0.0171
[18:28:44.6306] -22.69,-6.38,0.31,0.9790,0.0513,0.1971,-0.0022,-4.92,2.37,8.49,-26.19,-2.12,6.81,10.09,0,1.70,0.0772,-0.0203
[18:28:44.6967] -21.94,-4.44,359.69,0.9810,0.0363,0.1907,0.0026,-3.30,0.06,9.15,-16.19,-9.31,3.50,9.73,0,1.70,0.0749,-0.0141
[18:28:44.7666] -21.31,-3.88,359.88,0.9821,0.0323,0.1855,0.0010,-3.64,1.28,8.58,-4.94,-14.56,-10.25,9.41,0,1.70,0.0729,-0.0126
[18:28:44.8336] -20.19,-2.31,0.50,0.9843,0.0203,0.1753,-0.0044,-3.78,0.26,9.86,-15.56,-22.38,-15.19,10.56,0,1.70,0.0690,-0.0083
[18:28:44.9006] -18.50,-1.06,1.69,0.9871,0.0093,0.1589,-0.0159,-3.40,0.55,8.89,-21.69,-23.25,-17.94,9.53,0,1.70,0.0627,-0.0047
[18:28:44.9704] -16.19,1.06,2.56,0.9901,-0.0084,0.1381,-0.0237,-2.36,-0.37,9.09,-25.69,-44.12,-20.12,9.40,0,1.70,0.0548,0.0020
[18:28:45.0407] -14.69,2.06,3.06,0.9913,-0.0146,0.1276,-0.0269,-2.43,-0.42,9.25,-3.25,-9.94,-3.38,9.57,0,1.70,0.0507,0.0044
[18:28:45.1059] -14.56,1.94,2.94,0.9915,-0.0132,0.1271,-0.0256,-2.54,-0.41,9.64,3.44,3.44,8.75,9.98,0,1.70,0.0506,0.0040
[18:28:45.1925] -14.44,1.50,2.56,0.9918,-0.0094,0.1259,-0.0223,-2.08,-0.25,9.11,9.38,-5.69,5.94,9.35,0,1.70,0.0500,0.0026
[18:28:45.2416] -14.38,0.88,2.31,0.9919,-0.0057,0.1252,-0.0203,-3.06,0.62,9.47,-5.12,-4.75,1.81,9.97,0,1.70,0.0497,0.0013
[18:28:45.3084] -13.94,1.25,2.19,0.9924,-0.0085,0.1218,-0.0190,-1.92,-0.16,9.15,-4.12,-2.56,-0.06,9.35,0,1.70,0.0484,0.0025
[18:28:45.3743] -13.94,1.38,2.31,0.9922,-0.0096,0.1221,-0.0204,-2.33,-0.23,9.35,-0.50,2.00,-0.94,9.64,0,1.70,0.0485,0.0028
[18:28:45.4428] -14.19,1.31,2.38,0.9920,-0.0084,0.1241,-0.0209,-2.80,-0.36,9.66,4.75,0.44,-2.31,10.06,0,1.70,0.0493,0.0023
[18:28:45.5175] -14.31,0.75,2.38,0.9919,-0.0040,0.1249,-0.0209,-2.32,0.38,9.10,11.06,5.12,2.19,9.40,0,1.70,0.0496,0.0006
[18:28:45.6404] -14.56,0.62,2.31,0.9917,-0.0031,0.1270,-0.0205,-2.99,0.11,9.41,-7.06,-0.62,-0.81,9.87,0,1.70,0.0504,0.0002
[18:28:45.6450] -14.00,1.38,2.56,0.9923,-0.0105,0.1212,-0.0229,-2.39,-0.11,9.27,-14.50,-13.81,-7.94,9.57,0,1.70,0.0482,0.0031
[18:28:45.7105] -13.44,2.00,2.88,0.9927,-0.0145,0.1175,-0.0250,-2.03,-0.58,9.46,2.31,-2.44,-2.88,9.69,0,1.70,0.0468,0.0046
[18:28:45.7787] -13.62,1.50,2.94,0.9925,-0.0101,0.1190,-0.0257,-2.71,0.10,9.45,5.12,1.19,0.88,9.83,0,1.70,0.0474,0.0028
[18:28:45.8451] -13.44,1.50,2.88,0.9928,-0.0107,0.1168,-0.0250,-2.38,-0.12,9.45,-8.25,-8.00,0.31,9.75,0,1.70,0.0465,0.0031
[18:28:45.9114] -12.88,2.00,2.88,0.9932,-0.0146,0.1125,-0.0254,-1.98,-0.27,9.32,-5.88,-6.81,-2.50,9.53,0,1.70,0.0449,0.0047
[18:28:45.9784] -12.75,2.12,2.94,0.9933,-0.0157,0.1116,-0.0255,-2.12,-0.31,9.38,1.12,1.25,0.31,9.62,0,1.70,0.0445,0.0051
[18:28:46.2416] -12.94,2.00,2.94,0.9931,-0.0139,0.1133,-0.0258,-2.34,-0.08,9.35,3.56,1.56,-1.12,9.64,0,1.70,0.0451,0.0043
[18:28:46.2459] -13.00,1.81,3.00,0.9931,-0.0131,0.1136,-0.0266,-2.32,-0.22,9.52,-0.38,0.00,-0.94,9.80,0,1.70,0.0453,0.0040
[18:28:46.2485] -13.00,1.81,3.06,0.9931,-0.0128,0.1136,-0.0266,-2.17,-0.16,9.31,1.44,0.31,-0.12,9.56,0,1.70,0.0453,0.0039
[18:28:46.2520] -13.06,1.75,3.06,0.9930,-0.0123,0.1144,-0.0267,-2.46,-0.17,9.50,0.44,-0.19,-0.06,9.81,0,1.70,0.0456,0.0037
[18:28:46.3177] -13.00,1.81,3.06,0.9930,-0.0126,0.1140,-0.0268,-2.25,-0.28,9.47,-0.31,-0.12,-0.88,9.74,0,1.70,0.0454,0.0038
[18:28:46.3865] -13.06,1.69,3.06,0.9930,-0.0110,0.1146,-0.0270,-2.36,-0.15,9.45,3.38,1.81,0.19,9.74,0,1.70,0.0456,0.0032
[18:28:46.4526] -13.12,1.50,3.06,0.9930,-0.0099,0.1146,-0.0270,-2.22,-0.09,9.41,-0.31,-1.69,-0.44,9.67,0,1.70,0.0456,0.0027
[18:28:46.5198] -13.00,1.56,3.12,0.9931,-0.0104,0.1137,-0.0275,-2.19,-0.20,9.43,-0.69,-2.00,-0.75,9.68,0,1.70,0.0453,0.0029
[18:28:46.5877] -13.00,1.50,3.12,0.9931,-0.0099,0.1137,-0.0276,-2.20,-0.17,9.35,1.94,1.62,-0.06,9.61,0,1.70,0.0453,0.0027
[18:28:46.6823] -13.06,1.44,3.12,0.9930,-0.0094,0.1143,-0.0276,-2.23,-0.15,9.43,0.31,0.88,0.12,9.69,0,1.70,0.0455,0.0025
[18:28:46.8706] -13.12,1.44,3.19,0.9930,-0.0091,0.1147,-0.0280,-2.27,-0.14,9.42,0.00,0.06,-0.62,9.69,0,1.70,0.0457,0.0023
[18:28:46.9496] -13.12,1.38,3.19,0.9930,-0.0086,0.1148,-0.0280,-2.16,-0.15,9.40,2.69,0.12,0.50,9.65,0,1.70,0.0457,0.0021
[18:28:46.9614] -13.25,1.19,3.19,0.9929,-0.0070,0.1158,-0.0281,-2.36,-0.12,9.49,3.25,2.81,0.88,9.78,0,1.70,0.0461,0.0015
[18:28:46.9648] -13.38,1.00,3.19,0.9927,-0.0054,0.1167,-0.0279,-2.27,-0.06,9.40,1.12,1.00,0.56,9.67,0,1.70,0.0464,0.0009
[18:28:46.9896] -13.44,0.94,3.19,0.9927,-0.0051,0.1172,-0.0279,-2.41,-0.05,9.41,-1.00,-0.31,0.38,9.71,0,1.70,0.0466,0.0007
[18:28:47.0557] -13.31,1.00,3.19,0.9928,-0.0058,0.1166,-0.0278,-2.30,-0.13,9.42,-1.56,-1.25,-0.56,9.70,0,1.70,0.0464,0.0010
[18:28:47.1224] -13.25,1.06,3.19,0.9929,-0.0063,0.1160,-0.0278,-2.28,-0.12,9.47,-1.06,-0.75,-0.75,9.74,0,1.70,0.0462,0.0012
[18:28:47.1908] -13.25,1.06,3.19,0.9929,-0.0062,0.1159,-0.0280,-2.25,-0.08,9.41,1.06,0.44,-0.12,9.68,0,1.70,0.0461,0.0011
[18:28:47.2566] -13.31,1.00,3.19,0.9928,-0.0054,0.1165,-0.0281,-2.36,-0.05,9.44,1.44,1.00,0.06,9.73,0,1.70,0.0463,0.0008
[18:28:47.3227] -13.38,0.94,3.19,0.9927,-0.0049,0.1168,-0.0281,-2.24,-0.06,9.42,1.25,0.81,0.06,9.68,0,1.70,0.0464,0.0006
[18:28:47.5201] -13.44,0.94,3.31,0.9926,-0.0048,0.1177,-0.0289,-2.42,-0.11,9.50,-2.12,1.06,-2.00,9.80,0,1.70,0.0468,0.0006
[18:28:47.5236] -13.44,1.00,3.31,0.9926,-0.0054,0.1177,-0.0292,-2.35,-0.10,9.43,-2.50,-0.75,-0.62,9.72,0,1.70,0.0468,0.0008
[18:28:47.5886] -13.38,1.12,3.31,0.9927,-0.0063,0.1169,-0.0291,-2.25,-0.15,9.40,-0.88,-1.06,-0.06,9.67,0,1.70,0.0465,0.0012
[18:28:47.5935] -13.38,1.06,3.31,0.9927,-0.0061,0.1169,-0.0289,-2.31,-0.10,9.41,1.56,0.62,0.56,9.69,0,1.70,0.0465,0.0011
[18:28:47.6595] -13.38,1.00,3.31,0.9927,-0.0056,0.1169,-0.0289,-2.28,-0.06,9.38,1.19,0.31,0.06,9.65,0,1.70,0.0465,0.0009
[18:28:47.7261] -13.38,1.06,3.31,0.9927,-0.0059,0.1167,-0.0289,-2.30,-0.11,9.43,-1.69,-1.44,-0.31,9.71,0,1.70,0.0464,0.0010
[18:28:47.7944] -13.31,1.12,3.31,0.9928,-0.0063,0.1163,-0.0291,-2.38,-0.06,9.45,-0.31,-0.19,-0.06,9.75,0,1.70,0.0462,0.0012
[18:28:47.8617] -13.25,1.12,3.31,0.9928,-0.0068,0.1158,-0.0290,-2.22,-0.17,9.45,-0.75,-0.62,-0.19,9.71,0,1.70,0.0461,0.0013
[18:28:47.9306] -13.31,1.12,3.31,0.9928,-0.0063,0.1162,-0.0291,-2.32,-0.08,9.43,0.75,0.88,0.12,9.71,0,1.70,0.0462,0.0011
[18:28:48.0011] -13.31,1.12,3.31,0.9928,-0.0063,0.1162,-0.0291,-2.23,-0.10,9.36,0.12,-0.38,-0.19,9.62,0,1.70,0.0462,0.0011
[18:28:48.0665] -13.31,1.12,3.31,0.9928,-0.0062,0.1163,-0.0291,-2.30,-0.05,9.38,-0.31,-0.75,-0.06,9.66,0,1.70,0.0462,0.0011
[18:28:48.2384] -13.31,1.12,3.31,0.9928,-0.0065,0.1162,-0.0289,-2.22,-0.13,9.43,0.50,0.00,0.25,9.69,0,1.70,0.0462,0.0012
[18:28:48.3044] -13.38,1.00,3.31,0.9927,-0.0053,0.1172,-0.0291,-2.42,-0.01,9.46,2.19,2.12,0.50,9.76,0,1.70,0.0466,0.0007
[18:28:48.3081] -13.38,1.00,3.31,0.9927,-0.0056,0.1171,-0.0291,-2.32,-0.03,9.46,-3.56,-2.12,-0.75,9.74,0,1.70,0.0465,0.0009
[18:28:48.3386] -13.38,1.12,3.31,0.9927,-0.0067,0.1168,-0.0291,-2.25,-0.24,9.47,0.69,1.88,-0.31,9.74,0,1.70,0.0464,0.0013
[18:28:48.4067] -13.44,1.06,3.31,0.9926,-0.0057,0.1176,-0.0289,-2.33,-0.04,9.37,-0.19,-0.31,-0.12,9.66,0,1.70,0.0468,0.0009
[18:28:48.4766] -13.44,1.06,3.31,0.9927,-0.0061,0.1172,-0.0289,-2.25,-0.13,9.44,-1.00,-1.06,-0.44,9.71,0,1.70,0.0466,0.0011
[18:28:48.5454] -13.44,1.00,3.31,0.9926,-0.0056,0.1176,-0.0290,-2.22,-0.10,9.33,2.62,1.81,0.44,9.59,0,1.70,0.0467,0.0008
[18:28:48.6116] -13.62,0.81,3.31,0.9924,-0.0037,0.1193,-0.0287,-2.42,0.03,9.38,1.25,1.62,0.69,9.69,0,1.70,0.0474,0.0001
[18:28:48.6776] -13.75,0.81,3.25,0.9924,-0.0034,0.1201,-0.0286,-2.30,-0.18,9.45,1.06,1.94,0.62,9.73,0,1.70,0.0477,-0.0000
[18:28:48.8892] -13.94,0.62,3.19,0.9922,-0.0018,0.1218,-0.0280,-2.39,0.01,9.37,1.25,2.94,1.31,9.67,0,1.70,0.0483,-0.0006
[18:28:48.9869] -14.00,0.56,3.19,0.9921,-0.0018,0.1224,-0.0280,-2.41,-0.05,9.45,0.31,0.69,0.25,9.75,0,1.70,0.0486,-0.0006
[18:28:48.9965] -14.06,0.56,3.19,0.9920,-0.0015,0.1230,-0.0279,-2.40,-0.02,9.42,0.69,1.19,0.56,9.72,0,1.70,0.0488,-0.0008
[18:28:49.0037] -14.19,0.50,3.19,0.9919,-0.0009,0.1240,-0.0277,-2.46,0.06,9.36,1.19,1.88,0.44,9.68,0,1.70,0.0492,-0.0010
[18:28:49.0146] -14.25,0.50,3.19,0.9918,-0.0009,0.1244,-0.0277,-2.36,0.03,9.32,-0.62,0.19,0.31,9.61,0,1.70,0.0494,-0.0010
[18:28:49.0814] -14.25,0.50,3.19,0.9918,-0.0013,0.1245,-0.0276,-2.46,-0.01,9.42,-1.00,-0.12,0.06,9.74,0,1.70,0.0494,-0.0009
[18:28:49.1501] -14.25,0.56,3.12,0.9918,-0.0017,0.1247,-0.0275,-2.35,-0.03,9.38,-0.94,0.94,0.06,9.67,0,1.70,0.0495,-0.0007
[18:28:49.2175] -14.38,0.56,3.12,0.9918,-0.0017,0.1253,-0.0275,-2.52,-0.07,9.39,-0.62,0.88,0.25,9.72,0,1.70,0.0497,-0.0007
[18:28:49.2835] -14.31,0.56,3.19,0.9918,-0.0018,0.1251,-0.0277,-2.42,0.01,9.37,-0.69,-1.25,-0.50,9.68,0,1.70,0.0496,-0.0007
[18:28:49.3523] -14.25,0.62,3.19,0.9919,-0.0021,0.1243,-0.0278,-2.33,-0.08,9.37,-0.12,-0.62,-0.75,9.66,0,1.70,0.0493,-0.0006
[18:28:49.4198] -14.25,0.56,3.19,0.9919,-0.0015,0.1243,-0.0278,-2.45,0.05,9.32,0.31,-0.81,-0.12,9.64,0,1.70,0.0493,-0.0008
[18:28:49.5813] -14.12,0.62,3.19,0.9919,-0.0023,0.1234,-0.0278,-2.37,-0.03,9.37,-0.88,-1.88,-0.50,9.67,0,1.70,0.0490,-0.0005
[18:28:49.5886] -14.06,0.75,3.19,0.9921,-0.0034,0.1226,-0.0278,-2.38,-0.10,9.41,-1.12,-1.62,-0.19,9.71,0,1.70,0.0487,-0.0000
[18:28:49.6575] -14.00,0.81,3.19,0.9921,-0.0037,0.1220,-0.0280,-2.38,-0.03,9.42,-0.81,-0.88,-0.56,9.72,0,1.70,0.0485,0.0001
[18:28:49.6926] -13.94,0.81,3.19,0.9922,-0.0038,0.1218,-0.0280,-2.38,-0.04,9.40,0.44,0.19,-0.12,9.70,0,1.70,0.0484,0.0002
[18:28:49.7617] -13.94,0.81,3.19,0.9922,-0.0037,0.1218,-0.0280,-2.40,-0.08,9.41,0.12,0.25,-0.06,9.71,0,1.70,0.0484,0.0001
[18:28:49.8314] -13.94,0.75,3.19,0.9922,-0.0035,0.1218,-0.0280,-2.37,0.00,9.31,0.50,0.31,-0.25,9.61,0,1.70,0.0484,0.0000
[18:28:49.8986] -13.94,0.81,3.19,0.9922,-0.0037,0.1216,-0.0280,-2.38,-0.06,9.34,-0.94,-1.00,0.06,9.64,0,1.70,0.0483,0.0001
[18:28:49.9656] -13.88,0.88,3.19,0.9922,-0.0041,0.1212,-0.0279,-2.29,-0.05,9.35,-0.19,0.25,0.12,9.63,0,1.70,0.0482,0.0003
[18:28:50.0537] -13.88,0.88,3.19,0.9922,-0.0041,0.1215,-0.0279,-2.42,-0.08,9.46,0.31,-0.31,0.19,9.76,0,1.70,0.0483,0.0003
[18:28:50.1036] -13.94,0.75,3.19,0.9921,-0.0032,0.1220,-0.0280,-2.48,0.00,9.42,2.44,2.12,0.38,9.74,0,1.70,0.0485,-0.0001
[18:28:50.2903] -14.00,0.75,3.19,0.9921,-0.0030,0.1221,-0.0280,-2.38,-0.06,9.43,-0.31,-0.44,0.06,9.73,0,1.70,0.0485,-0.0002
